dataset,model,budget_ratio,strategy,avg_precision,std_precision,avg_diversity,std_diversity,avg_selected_failed,avg_selected_count,avg_total_failed,avg_total_diversity,avg_recall_optional,avg_diversity_recall_optional,avg_combined_f1_optional
svhn,gru,0.1,temporalrnn,0.8343809523809523,0.01602660232776054,89.16666666666667,0.9128709291752778,584.0666666666667,700.0,4007.8,90.0,0.1457355016164312,0.9907407407407407,0.905782314258019
svhn,gru,0.2,temporalrnn,0.808142857142857,0.012365532901613572,89.96666666666667,0.18257418583505552,1131.4,1400.0,4007.8,90.0,0.2823000026025198,0.9996296296296295,0.8936947774092159

