dataset,model,budget_ratio,strategy,avg_precision,std_precision,avg_diversity,std_diversity,avg_selected_failed,avg_selected_count,avg_total_failed,avg_total_diversity,avg_recall_optional,avg_diversity_recall_optional,avg_combined_f1_optional,baseline_precision,baseline_diversity,baseline_strategy,delta_precision,delta_diversity,relative_precision_pct,relative_diversity_pct,precision_drop_flag,diversity_gain_flag
fashion,blstm,0.1,temporalrnn,0.7699444444444444,0.0124451542627339,74.6,2.1750941319305293,461.96666666666664,600.0,2341.8333333333335,82.03333333333333,0.1972759923697725,0.9094676876793651,0.8337391391693392,0.7699444444444444,74.6,temporalrnn,0.0,0.0,0.0,0.0,False,False
fashion,blstm,0.2,temporalrnn,0.7190277777777777,0.009212485627840479,79.0,2.319334030455202,862.8333333333334,1200.0,2341.8333333333335,82.03333333333333,0.36845543165903477,0.9630016600211367,0.8232267213003045,0.7190277777777777,79.0,temporalrnn,0.0,0.0,0.0,0.0,False,False

