budget_ratio,strategy,avg_precision,avg_diversity,avg_combined_f1_optional
0.1,temporalrnn,0.8093333333333333,88.03333333333333,0.8865285500560951
0.2,temporalrnn,0.7665000000000001,89.43333333333334,0.8662215306359479

