dataset,model,budget_ratio,strategy,avg_precision,std_precision,avg_diversity,std_diversity,avg_selected_failed,avg_selected_count,avg_total_failed,avg_total_diversity,avg_recall_optional,avg_diversity_recall_optional,avg_combined_f1_optional
fashion,gru,0.1,temporalrnn,0.7506111111111111,0.017256701365495078,76.63333333333334,2.125109868694554,450.3666666666667,600.0,2284.5,82.83333333333333,0.19714761640072884,0.9253012079232968,0.8286530238144507
fashion,gru,0.2,temporalrnn,0.7045277777777778,0.013878377248248442,80.16666666666667,2.0524725767134924,845.4333333333333,1200.0,2284.5,82.83333333333333,0.3700735611146687,0.9678380734211295,0.8153373420907433

