dataset,model,budget_ratio,strategy,avg_precision,std_precision,avg_diversity,std_diversity,avg_selected_failed,avg_selected_count,avg_total_failed,avg_total_diversity,avg_recall_optional,avg_diversity_recall_optional,avg_combined_f1_optional
snips,blstm,0.1,temporalrnn,0.6391666666666667,0.028103360129612853,37.2,1.6484057083468098,127.83333333333333,200.0,499.4,41.333333333333336,0.2562412236757023,0.9000394591858006,0.7469102913627234
snips,blstm,0.2,temporalrnn,0.5646666666666668,0.026609673290810598,40.2,1.4239333576037039,225.86666666666667,400.0,499.4,41.333333333333336,0.4526154503667961,0.9725087108013938,0.7141817095806894

