dataset,model,budget_ratio,strategy,avg_precision,std_precision,avg_diversity,std_diversity,avg_selected_failed,avg_selected_count,avg_total_failed,avg_total_diversity,avg_recall_optional,avg_diversity_recall_optional,avg_combined_f1_optional,baseline_precision,baseline_diversity,baseline_strategy,delta_precision,delta_diversity,relative_precision_pct,relative_diversity_pct,precision_drop_flag,diversity_gain_flag
snips,lstm,0.1,temporalrnn,0.6101666666666666,0.031252126364438824,38.1,1.62629258935989,122.03333333333333,200.0,435.5,40.733333333333334,0.280409005289279,0.9352204502814259,0.7380987918015129,0.6101666666666666,38.1,temporalrnn,0.0,0.0,0.0,0.0,False,False
snips,lstm,0.2,temporalrnn,0.5197499999999999,0.020981827112182525,40.0,0.9468641529479983,207.9,400.0,435.5,40.733333333333334,0.4775362328040142,0.9820121951219513,0.6794407365115215,0.5197499999999999,40.0,temporalrnn,0.0,0.0,0.0,0.0,False,False

