budget_ratio,strategy,avg_precision,avg_diversity,avg_combined_f1_optional
0.1,temporalrnn,0.773,76.66666666666667,0.842080136572941
0.2,temporalrnn,0.7351111111111112,81.1,0.8394880958672181

