dataset,model,file_index,budget_ratio,budget_size,strategy,precision,diversity,selected_failed,selected_count,total_failed,total_diversity,recall_optional,diversity_recall_optional,combined_f1_optional
fashion,lstm,14,0.1,600,temporalrnn,0.7816666666666666,79,469,600,2286,83,0.205161854768154,0.9518072289156626,0.8583872948208555
fashion,lstm,14,0.2,1200,temporalrnn,0.7375,81,885,1200,2286,83,0.38713910761154857,0.9759036144578314,0.8401160235562979
fashion,lstm,15,0.1,600,temporalrnn,0.77,75,462,600,2318,82,0.1993097497842968,0.9146341463414634,0.8361082959316637
fashion,lstm,15,0.2,1200,temporalrnn,0.7325,82,879,1200,2318,82,0.37920621225194134,1.0,0.8455988455988457
fashion,lstm,16,0.1,600,temporalrnn,0.7716666666666666,76,463,600,2354,82,0.19668649107901445,0.926829268292683,0.8421606873608884
fashion,lstm,16,0.2,1200,temporalrnn,0.7458333333333333,80,895,1200,2354,82,0.3802039082412914,0.975609756097561,0.8453863864454809
fashion,lstm,17,0.1,600,temporalrnn,0.8,80,480,600,2285,84,0.2100656455142232,0.9523809523809523,0.8695652173913043
fashion,lstm,17,0.2,1200,temporalrnn,0.7366666666666667,83,884,1200,2285,84,0.38687089715536105,0.9880952380952381,0.8440548499907969
fashion,lstm,18,0.1,600,temporalrnn,0.765,77,459,600,2308,85,0.19887348353552858,0.9058823529411765,0.8295018482661504
fashion,lstm,18,0.2,1200,temporalrnn,0.7408333333333333,82,889,1200,2308,85,0.3851819757365685,0.9647058823529412,0.8380766246083983
fashion,lstm,19,0.1,600,temporalrnn,0.8066666666666666,78,484,600,2306,84,0.209887250650477,0.9285714285714286,0.8633369923161361
fashion,lstm,19,0.2,1200,temporalrnn,0.755,81,906,1200,2306,84,0.39288811795316564,0.9642857142857143,0.8469048608226009
fashion,lstm,20,0.1,600,temporalrnn,0.775,79,465,600,2308,85,0.20147313691507798,0.9294117647058824,0.8452113891285591
fashion,lstm,20,0.2,1200,temporalrnn,0.7333333333333333,84,880,1200,2308,85,0.38128249566724437,0.9882352941176471,0.8419134396355353
fashion,lstm,21,0.1,600,temporalrnn,0.795,78,477,600,2282,84,0.20902716914986855,0.9285714285714286,0.8566100290095318
fashion,lstm,21,0.2,1200,temporalrnn,0.7383333333333333,82,886,1200,2282,84,0.38825591586327785,0.9761904761904762,0.8407628570106003
fashion,lstm,22,0.1,600,temporalrnn,0.7766666666666666,79,466,600,2325,84,0.20043010752688173,0.9404761904761905,0.8507579959327046
fashion,lstm,22,0.2,1200,temporalrnn,0.7408333333333333,81,889,1200,2325,84,0.3823655913978495,0.9642857142857143,0.8379180339314389
fashion,lstm,23,0.1,600,temporalrnn,0.7583333333333333,76,455,600,2305,83,0.19739696312364424,0.9156626506024096,0.829604750194926
fashion,lstm,23,0.2,1200,temporalrnn,0.7383333333333333,80,886,1200,2305,83,0.3843817787418655,0.963855421686747,0.8361547263740282
fashion,lstm,24,0.1,600,temporalrnn,0.7566666666666667,78,454,600,2273,85,0.19973603167619886,0.9176470588235294,0.829417964632861
fashion,lstm,24,0.2,1200,temporalrnn,0.7216666666666667,85,866,1200,2273,85,0.38099428068631763,1.0,0.8383349467570184
fashion,lstm,25,0.1,600,temporalrnn,0.785,78,471,600,2276,85,0.2069420035149385,0.9176470588235294,0.8461565037139402
fashion,lstm,25,0.2,1200,temporalrnn,0.7475,84,897,1200,2276,85,0.39411247803163446,0.9882352941176471,0.8511734304837753
fashion,lstm,26,0.1,600,temporalrnn,0.7316666666666667,76,439,600,2274,83,0.193051890941073,0.9156626506024096,0.8133890805368309
fashion,lstm,26,0.2,1200,temporalrnn,0.7058333333333333,82,847,1200,2274,83,0.37247141600703604,0.9879518072289156,0.823397608787144
fashion,lstm,27,0.1,600,temporalrnn,0.7616666666666667,76,457,600,2246,81,0.20347284060552093,0.9382716049382716,0.8407954779282715
fashion,lstm,27,0.2,1200,temporalrnn,0.7241666666666666,80,869,1200,2246,81,0.3869100623330365,0.9876543209876543,0.8356321631838642
fashion,lstm,28,0.1,600,temporalrnn,0.7666666666666667,77,460,600,2306,82,0.199479618386817,0.9390243902439024,0.8441372735938991
fashion,lstm,28,0.2,1200,temporalrnn,0.7433333333333333,80,892,1200,2306,82,0.3868169991326973,0.975609756097561,0.8437780825805231
fashion,lstm,29,0.1,600,temporalrnn,0.7933333333333333,73,476,600,2308,84,0.20623916811091855,0.8690476190476191,0.8294662465387185
fashion,lstm,29,0.2,1200,temporalrnn,0.745,80,894,1200,2308,84,0.3873483535528596,0.9523809523809523,0.8360218824519567

