budget_ratio,strategy,avg_precision,avg_diversity,avg_combined_f1_optional
0.1,temporalrnn,0.6101666666666666,38.1,0.7380987918015129
0.2,temporalrnn,0.5197499999999999,40.0,0.6794407365115215

