dataset,model,budget_ratio,strategy,avg_precision,std_precision,avg_diversity,std_diversity,avg_selected_failed,avg_selected_count,avg_total_failed,avg_total_diversity,avg_recall_optional,avg_diversity_recall_optional,avg_combined_f1_optional
mnist,blstm,0.1,temporalrnn,0.8110555555555555,0.01469669948438612,87.23333333333333,0.8583598366625759,486.6333333333333,600.0,2153.5666666666666,89.26666666666667,0.22597218926169843,0.9772526765785192,0.8863253471972907
mnist,blstm,0.2,temporalrnn,0.7711111111111111,0.01180203350662263,89.06666666666666,0.8276819867946666,925.3333333333334,1200.0,2153.5666666666666,89.26666666666667,0.42967468317401064,0.9977611319184353,0.8698615053562281

