dataset,model,file_index,budget_ratio,budget_size,strategy,precision,diversity,selected_failed,selected_count,total_failed,total_diversity,recall_optional,diversity_recall_optional,combined_f1_optional
mnist,blstm,20,0.1,600,temporalrnn,0.8283333333333334,88,497,600,2138,90,0.23246024321796072,0.9777777777777777,0.8968727571003794
mnist,blstm,20,0.2,1200,temporalrnn,0.7766666666666666,90,932,1200,2138,90,0.43592142188961647,1.0,0.874296435272045
mnist,blstm,21,0.1,600,temporalrnn,0.8116666666666666,88,487,600,2179,89,0.22349701698026617,0.9887640449438202,0.8915053618048115
mnist,blstm,21,0.2,1200,temporalrnn,0.7675,89,921,1200,2179,89,0.4226709499770537,1.0,0.8684582743988684
mnist,blstm,22,0.1,600,temporalrnn,0.7983333333333333,87,479,600,2172,90,0.22053406998158379,0.9666666666666667,0.8744727730563424
mnist,blstm,22,0.2,1200,temporalrnn,0.77,90,924,1200,2172,90,0.425414364640884,1.0,0.8700564971751412
mnist,blstm,23,0.1,600,temporalrnn,0.8233333333333334,87,494,600,2151,90,0.2296606229660623,0.9666666666666667,0.8892613283674736
mnist,blstm,23,0.2,1200,temporalrnn,0.7791666666666667,89,935,1200,2151,90,0.43468154346815435,0.9888888888888889,0.8715894213144801
mnist,blstm,24,0.1,600,temporalrnn,0.8383333333333334,88,503,600,2187,90,0.22999542752629173,0.9777777777777777,0.9027021515244212
mnist,blstm,24,0.2,1200,temporalrnn,0.7883333333333333,90,946,1200,2187,90,0.4325560128029264,1.0,0.8816402609506058
mnist,blstm,25,0.1,600,temporalrnn,0.79,86,474,600,2142,88,0.22128851540616246,0.9772727272727273,0.8737139917695473
mnist,blstm,25,0.2,1200,temporalrnn,0.7591666666666667,88,911,1200,2142,88,0.4253034547152194,1.0,0.8630980577925154
mnist,blstm,26,0.1,600,temporalrnn,0.8133333333333334,87,488,600,2154,88,0.2265552460538533,0.9886363636363636,0.8924577482552762
mnist,blstm,26,0.2,1200,temporalrnn,0.7708333333333334,88,925,1200,2154,88,0.42943361188486534,1.0,0.8705882352941177
mnist,blstm,27,0.1,600,temporalrnn,0.8216666666666667,88,493,600,2181,89,0.2260430994956442,0.9887640449438202,0.8975040599108371
mnist,blstm,27,0.2,1200,temporalrnn,0.7916666666666666,89,950,1200,2181,89,0.4355800091701055,1.0,0.8837209302325582
mnist,blstm,28,0.1,600,temporalrnn,0.795,88,477,600,2143,89,0.2225851609892674,0.9887640449438202,0.8813580674624422
mnist,blstm,28,0.2,1200,temporalrnn,0.7616666666666667,89,914,1200,2143,89,0.4265048996733551,1.0,0.8647114474929045
mnist,blstm,29,0.1,600,temporalrnn,0.8166666666666667,87,490,600,2162,89,0.22664199814986125,0.9775280898876404,0.8898862331698152
mnist,blstm,29,0.2,1200,temporalrnn,0.7766666666666666,88,932,1200,2162,89,0.43108233117483813,0.9887640449438202,0.8699747544391878

