dataset,model,budget_ratio,strategy,avg_precision,std_precision,avg_diversity,std_diversity,avg_selected_failed,avg_selected_count,avg_total_failed,avg_total_diversity,avg_recall_optional,avg_diversity_recall_optional,avg_combined_f1_optional
mnist,lstm,0.1,temporalrnn,0.7607777777777778,0.012229708609334117,87.53333333333333,1.5916448515084423,456.46666666666664,600.0,2124.0333333333333,89.7,0.21491393248487067,0.9758343736995422,0.8549039620213382
mnist,lstm,0.2,temporalrnn,0.7237222222222222,0.010437584361586545,89.56666666666666,0.626062315579292,868.4666666666667,1200.0,2124.0333333333333,89.7,0.40888513083128525,0.9985101955888473,0.8391476780719568

