dataset,model,file_index,budget_ratio,budget_size,strategy,precision,diversity,selected_failed,selected_count,total_failed,total_diversity,recall_optional,diversity_recall_optional,combined_f1_optional
fashion,gru,23,0.2,1200,temporalrnn,0.7,81,840,1200,2257,84,0.3721754541426673,0.9642857142857143,0.8111587982832618
fashion,gru,24,0.1,600,temporalrnn,0.7366666666666667,76,442,600,2275,82,0.19428571428571428,0.926829268292683,0.820878744929378
fashion,gru,24,0.2,1200,temporalrnn,0.6958333333333333,78,835,1200,2275,82,0.367032967032967,0.9512195121951219,0.8037267847226507
fashion,gru,25,0.1,600,temporalrnn,0.7683333333333333,75,461,600,2286,82,0.20166229221347332,0.9146341463414634,0.8351247554406898
fashion,gru,25,0.2,1200,temporalrnn,0.7258333333333333,79,871,1200,2286,82,0.3810148731408574,0.9634146341463414,0.8279168822418211
fashion,gru,26,0.1,600,temporalrnn,0.7466666666666667,76,448,600,2272,85,0.19718309859154928,0.8941176470588236,0.8137667304015297
fashion,gru,26,0.2,1200,temporalrnn,0.7033333333333334,80,844,1200,2272,85,0.3714788732394366,0.9411764705882353,0.8050554429474186
fashion,gru,27,0.1,600,temporalrnn,0.75,76,450,600,2237,81,0.20116227089852481,0.9382716049382716,0.8336380255941499
fashion,gru,27,0.2,1200,temporalrnn,0.7091666666666666,77,851,1200,2237,81,0.3804202056325436,0.9506172839506173,0.8123299303915552
fashion,gru,28,0.1,600,temporalrnn,0.7166666666666667,75,430,600,2294,81,0.1874455100261552,0.9259259259259259,0.8079669297256671
fashion,gru,28,0.2,1200,temporalrnn,0.6991666666666667,77,839,1200,2294,81,0.36573670444638184,0.9506172839506173,0.8057296441110259
fashion,gru,29,0.1,600,temporalrnn,0.7516666666666667,77,451,600,2305,85,0.19566160520607376,0.9058823529411765,0.8216005204944697
fashion,gru,29,0.2,1200,temporalrnn,0.7008333333333333,82,841,1200,2305,85,0.3648590021691974,0.9647058823529412,0.8118668511051593

