dataset,model,budget_ratio,strategy,avg_precision,std_precision,avg_diversity,std_diversity,avg_selected_failed,avg_selected_count,avg_total_failed,avg_total_diversity,avg_recall_optional,avg_diversity_recall_optional,avg_combined_f1_optional
snips,gru,0.1,temporalrnn,0.7108333333333333,0.026654990259745468,37.63333333333333,1.6914252984479934,142.16666666666666,200.0,535.4666666666667,41.0,0.26580371706324246,0.9182326751838947,0.800680858548928
snips,gru,0.2,temporalrnn,0.6229166666666667,0.01963111680792604,39.666666666666664,1.093344547181068,249.16666666666666,400.0,535.4666666666667,41.0,0.465764140137295,0.9675087108013937,0.7576632906388189

