budget_ratio,strategy,avg_precision,avg_diversity,avg_combined_f1_optional
0.1,temporalrnn,0.5540204678362574,12.0,0.7126903012371335
0.2,temporalrnn,0.5002558479532164,12.0,0.6667103448641357

