budget_ratio,strategy,avg_precision,avg_diversity,avg_combined_f1_optional
0.1,temporalrnn,0.8343809523809523,89.16666666666667,0.905782314258019
0.2,temporalrnn,0.808142857142857,89.96666666666667,0.8936947774092159

